class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,knobbed,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
safe,bell,smooth,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
safe,bell,fibrous,white,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,conical,scaly,yellow,no bruises,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
poisonous,convex,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
safe,convex,smooth,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
safe,bell,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
safe,bell,smooth,brown,no bruises,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
safe,bell,smooth,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
safe,knobbed,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves
safe,bell,smooth,brown,no bruises,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves
poisonous,convex,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
safe,convex,smooth,gray,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
safe,knobbed,fibrous,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
safe,flat,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths
poisonous,knobbed,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
safe,flat,smooth,brown,no bruises,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
safe,convex,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,clustered,leaves
poisonous,flat,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
safe,knobbed,smooth,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
safe,flat,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
safe,knobbed,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves
poisonous,flat,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
safe,flat,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
safe,knobbed,smooth,white,no bruises,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
safe,bell,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
safe,knobbed,scaly,brown,no bruises,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
safe,flat,smooth,brown,no bruises,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves
poisonous,flat,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
safe,bell,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
safe,convex,smooth,gray,no bruises,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
safe,bell,smooth,brown,no bruises,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves
safe,bell,smooth,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,convex,scaly,red,no bruises,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
safe,bell,fibrous,gray,no bruises,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no bruises,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
safe,flat,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,flat,scaly,yellow,no bruises,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no bruises,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
safe,flat,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
safe,convex,smooth,white,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
safe,convex,smooth,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
safe,convex,fibrous,white,no bruises,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
safe,flat,smooth,brown,no bruises,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves
poisonous,flat,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
safe,convex,smooth,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
safe,convex,fibrous,white,no bruises,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
safe,convex,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
safe,bell,smooth,brown,no bruises,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
safe,flat,smooth,brown,no bruises,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves
safe,bell,smooth,white,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
safe,convex,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
safe,bell,fibrous,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
safe,bell,smooth,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,convex,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
safe,convex,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
safe,convex,smooth,white,no bruises,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
safe,convex,smooth,brown,no bruises,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths
safe,knobbed,smooth,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
safe,convex,smooth,white,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,flat,scaly,cinnamon,no bruises,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
safe,convex,smooth,brown,no bruises,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
safe,convex,smooth,white,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
safe,knobbed,fibrous,white,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
safe,bell,fibrous,gray,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
safe,knobbed,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves
poisonous,knobbed,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
safe,knobbed,smooth,brown,no bruises,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves
safe,flat,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
poisonous,knobbed,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
safe,bell,smooth,white,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
safe,knobbed,smooth,white,no bruises,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
safe,flat,smooth,brown,no bruises,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
safe,convex,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves
safe,convex,fibrous,white,no bruises,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
safe,convex,smooth,brown,no bruises,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
safe,convex,smooth,white,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
safe,convex,fibrous,gray,no bruises,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
safe,knobbed,smooth,brown,no bruises,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths
poisonous,knobbed,smooth,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
safe,bell,smooth,gray,no bruises,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
safe,knobbed,fibrous,gray,no bruises,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
